trajectory_id,participant_id,sample_index,x,y,time,start_x,start_y,target_x,target_y,canvas_width,canvas_height,sample_interval_ms,session_id,source_type,bot_seed,planned_duration_s,control_x,control_y,noise_amplitude_px,generator_version
88c3391a,P03,0,773,62,0.0,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,1,773,62,0.0013933749942225404,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,2,773,62,0.0074758749979082495,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,3,773,62,0.013143874995876104,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,4,773,62,0.01890241699584294,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,5,773,62,0.02467854199494468,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,6,773,62,0.030029249996005092,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,7,773,62,0.035786291999102104,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,8,773,62,0.04157133300032001,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,9,772,62,0.04673312499653548,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,10,772,62,0.05375104199629277,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,11,772,62,0.059541082999203354,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,12,771,62,0.0648559170003864,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,13,771,62,0.07110437499795808,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,14,770,62,0.07688779199816054,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,15,770,62,0.08257324999431148,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,16,769,62,0.08768474999669706,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,17,768,62,0.09524908299499657,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,18,767,61,0.10103170799993677,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,19,765,61,0.11246837499493267,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,20,764,61,0.11819058299442986,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,21,761,61,0.12903212499804795,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,22,760,61,0.13477933299873257,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,23,757,61,0.14579145799507387,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,24,755,60,0.1515772919956362,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
88c3391a,P03,25,751,60,0.16206408300058683,765,63,301,334,906,606,5,session_04,bot_smart_jerk,2747431565,1.0,439.5288425602133,28.85887385448777,0.0,bots_v1
