trajectory_id,participant_id,sample_index,x,y,time,start_x,start_y,target_x,target_y,canvas_width,canvas_height,sample_interval_ms,session_id,source_type,bot_seed,planned_duration_s,control_x,control_y,noise_amplitude_px,generator_version
b2fc92ae,P05,0,701,95,0.0,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,1,701,95,0.0025099580016103573,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,2,701,95,0.009715540996694472,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,3,701,95,0.015532625002379064,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,4,701,95,0.021133000002009794,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,5,701,95,0.026855625001189765,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,6,701,95,0.03260966599918902,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,7,701,95,0.038373540999600664,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,8,701,95,0.04414537500269944,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,9,701,96,0.049271957999735605,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,10,701,96,0.055154708003101405,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,11,701,96,0.06088337500113994,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,12,701,96,0.06643179099773988,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,13,700,97,0.07219745800102828,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,14,700,97,0.07824241599882953,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,15,700,98,0.08397933300147997,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,16,700,98,0.08975274999829708,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,17,700,99,0.09503508300258545,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,18,699,100,0.10651195800164714,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,19,699,101,0.11231625000073109,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,20,699,103,0.12328741599776549,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,21,698,104,0.1290689579982427,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,22,698,106,0.1402619579966995,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,23,697,108,0.1461027080003987,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
b2fc92ae,P05,24,696,110,0.15748270799667807,708,81,360,388,906,606,5,session_09,bot_smart_jerk,456674863,1.0,624.5073433227726,350.90786373059893,0.0,bots_v1
