sample_index,time,x,y,session_id,participant_id,source_type,start_x,start_y,target_x,target_y,sample_interval_ms,bot_seed,planned_duration_s,control_x,control_y,noise_amplitude_px,generator_version
0,0.0,471,180,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
1,0.004962,471,180,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
2,0.009975,472,180,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
3,0.01494,472,180,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
4,0.019792,473,181,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
5,0.024602,473,181,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
6,0.029525,474,181,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
7,0.034233,474,181,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
8,0.039532,475,181,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
9,0.044615,475,181,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
10,0.049885,476,181,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
11,0.054797,476,182,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
12,0.059736,476,182,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
13,0.064441,477,182,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
14,0.069162,477,182,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
15,0.074326,478,182,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
16,0.079054,478,182,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
17,0.083797,479,182,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
18,0.088991,479,183,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
19,0.094177,480,183,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
20,0.098937,480,183,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
21,0.103883,480,183,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
22,0.108753,481,183,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
23,0.113574,481,184,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
24,0.118836,482,184,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
25,0.124131,482,184,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
26,0.129348,483,184,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
27,0.134289,484,184,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
28,0.139316,484,184,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
29,0.144064,485,184,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
30,0.148789,485,185,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
31,0.154011,486,185,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
32,0.15872,486,185,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
33,0.163982,487,185,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
34,0.169128,487,185,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
35,0.174415,488,185,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
36,0.179164,489,186,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
37,0.183906,489,186,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
38,0.189193,490,186,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
39,0.194458,490,186,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
40,0.199295,491,187,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
41,0.204004,491,187,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
42,0.209268,492,187,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
43,0.214019,493,188,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
44,0.219259,493,188,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
45,0.224494,494,188,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
46,0.229382,495,188,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
47,0.234677,495,189,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
48,0.239659,496,189,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
49,0.244722,497,189,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
50,0.249715,498,189,session_14,P03,bot_adversarial,471,180,786,517,5,42411,1.0,723.4678420428799,259.7318390400381,0.0,bots_v1
