sample_index,time,x,y,session_id,participant_id,source_type,start_x,start_y,target_x,target_y,sample_interval_ms,bot_seed,planned_duration_s,control_x,control_y,noise_amplitude_px,generator_version
0,0.0,253,227,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
1,0.004837,253,228,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
2,0.010099,254,228,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
3,0.015265,254,229,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
4,0.020173,254,229,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
5,0.025385,255,230,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
6,0.030501,255,230,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
7,0.035565,255,231,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
8,0.040665,256,231,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
9,0.045812,256,232,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
10,0.050591,256,232,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
11,0.055294,257,233,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
12,0.060442,257,233,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
13,0.065278,258,234,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
14,0.070499,258,235,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
15,0.075703,258,235,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
16,0.080835,259,236,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
17,0.085652,259,236,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
18,0.090705,259,237,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
19,0.095968,260,238,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
20,0.101164,260,238,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
21,0.106364,260,239,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
22,0.111296,261,239,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
23,0.116163,261,240,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
24,0.121411,262,241,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
25,0.126252,262,241,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
26,0.131133,262,242,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
27,0.136201,263,242,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
28,0.141164,263,243,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
29,0.146069,264,243,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
30,0.151109,264,244,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
31,0.156038,264,244,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
32,0.160988,265,245,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
33,0.165802,265,246,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
34,0.170626,266,246,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
35,0.175773,266,247,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
36,0.180676,267,248,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
37,0.185729,267,249,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
38,0.190837,268,249,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
39,0.195633,268,250,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
40,0.200612,268,251,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
41,0.205407,269,252,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
42,0.210206,269,253,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
43,0.214949,270,253,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
44,0.220094,271,254,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
45,0.225182,271,255,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
46,0.230455,272,256,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
47,0.235534,272,257,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
48,0.240707,273,257,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
49,0.245843,274,258,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
50,0.250736,274,259,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
51,0.255526,275,260,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
52,0.260591,276,261,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
53,0.265615,277,262,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
54,0.270803,277,263,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
55,0.276069,278,264,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
56,0.281361,279,265,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
57,0.286081,280,266,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
58,0.291277,281,268,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
59,0.296041,281,269,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
60,0.300989,282,270,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
61,0.305825,283,272,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
62,0.311098,284,273,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
63,0.316127,285,275,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
64,0.320981,286,276,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
65,0.325789,287,278,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
66,0.331062,288,279,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
67,0.336236,290,281,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
68,0.341259,291,283,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
69,0.346395,292,284,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
70,0.351526,294,286,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
71,0.356504,296,288,session_14,P07,bot_adversarial,253,227,800,511,5,42959,1.0,442.9331680403146,529.954426344887,0.0,bots_v1
