sample_index,time,x,y,session_id,participant_id,source_type,start_x,start_y,target_x,target_y,sample_interval_ms,bot_seed,planned_duration_s,control_x,control_y,noise_amplitude_px,generator_version
0,0.0,257,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
1,0.005299,258,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
2,0.010397,258,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
3,0.0152,259,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
4,0.020091,259,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
5,0.025059,260,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
6,0.030283,260,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
7,0.035565,261,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
8,0.040321,261,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
9,0.045247,262,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
10,0.050538,262,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
11,0.055373,263,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
12,0.060456,264,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
13,0.065368,264,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
14,0.070427,265,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
15,0.075302,265,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
16,0.080048,266,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
17,0.08528,266,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
18,0.090032,267,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
19,0.095248,267,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
20,0.100208,268,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
21,0.105166,269,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
22,0.110109,269,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
23,0.114905,270,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
24,0.119904,270,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
25,0.124624,271,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
26,0.129502,272,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
27,0.134378,272,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
28,0.139439,273,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
29,0.144681,273,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
30,0.14995,274,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
31,0.154986,275,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
32,0.160084,275,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
33,0.16524,276,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
34,0.170152,277,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
35,0.174996,277,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
36,0.180289,278,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
37,0.185077,279,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
38,0.190113,280,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
39,0.19508,280,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
40,0.199983,281,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
41,0.205052,282,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
42,0.210073,283,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
43,0.215012,284,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
44,0.219946,284,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
45,0.225242,285,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
46,0.230466,286,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
47,0.23559,287,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
48,0.240414,288,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
49,0.245269,289,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
50,0.250439,290,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
51,0.255561,291,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
52,0.260682,292,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
53,0.265936,293,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
54,0.270938,294,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
55,0.275988,295,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
56,0.281243,296,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
57,0.286522,297,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
58,0.291732,299,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
59,0.29679,300,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
60,0.301519,301,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
61,0.306569,303,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
62,0.311646,304,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
63,0.316434,306,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
64,0.321547,308,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
65,0.326832,309,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
66,0.331992,311,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
67,0.336987,313,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
68,0.342043,315,213,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
69,0.347335,317,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
70,0.352051,319,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
71,0.356868,321,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
72,0.362011,323,214,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
73,0.366891,325,215,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
74,0.371811,327,215,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
75,0.376781,330,215,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
76,0.38159,332,216,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
77,0.386545,335,216,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
78,0.391521,338,216,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
79,0.396558,341,216,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
80,0.401358,345,217,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
81,0.406496,348,217,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
82,0.411469,352,217,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
83,0.41669,357,217,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
84,0.42183,361,217,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
85,0.426727,366,218,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
86,0.431916,371,218,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
87,0.437075,376,218,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
88,0.441812,381,219,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
89,0.446906,387,220,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
90,0.451964,394,221,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
91,0.456859,400,222,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
92,0.461988,407,224,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
93,0.467271,415,225,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
94,0.472193,422,227,session_14,P15,bot_adversarial,257,214,751,434,5,44055,1.0,558.2898883181913,202.09452350369781,0.0,bots_v1
