sample_index,time,x,y,session_id,participant_id,source_type,start_x,start_y,target_x,target_y,sample_interval_ms,bot_seed,planned_duration_s,control_x,control_y,noise_amplitude_px,generator_version
0,0.0,192,176,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
1,0.005047,192,176,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
2,0.010239,193,176,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
3,0.015038,193,176,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
4,0.019958,193,176,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
5,0.024948,194,175,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
6,0.029725,194,175,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
7,0.034818,194,175,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
8,0.040077,195,175,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
9,0.045281,195,175,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
10,0.050309,196,175,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
11,0.055266,196,175,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
12,0.060152,196,175,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
13,0.065036,197,175,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
14,0.069756,197,174,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
15,0.074947,197,174,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
16,0.079778,198,174,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
17,0.084876,198,174,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
18,0.089607,199,174,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
19,0.094669,199,174,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
20,0.09961,199,174,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
21,0.104378,200,174,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
22,0.109159,200,174,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
23,0.114405,200,174,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
24,0.119637,201,173,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
25,0.124345,201,173,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
26,0.12951,202,173,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
27,0.134544,202,173,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
28,0.139509,202,173,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
29,0.144615,203,173,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
30,0.149643,203,173,session_14,P05,bot_adversarial,192,176,566,231,5,42685,1.0,391.9602063511862,115.37059681193386,0.0,bots_v1
