sample_index,time,x,y,session_id,participant_id,source_type,start_x,start_y,target_x,target_y,sample_interval_ms,bot_seed,planned_duration_s,control_x,control_y,noise_amplitude_px,generator_version
0,0.0,311,255,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
1,0.004839,311,255,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
2,0.009643,310,255,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
3,0.014931,310,256,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
4,0.019886,310,256,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
5,0.024727,309,256,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
6,0.029926,309,256,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
7,0.034908,309,256,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
8,0.03962,309,256,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
9,0.044862,308,257,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
10,0.049616,308,257,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
11,0.054334,308,257,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
12,0.059267,307,257,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
13,0.064291,307,257,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
14,0.069154,307,257,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
15,0.074186,306,258,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
16,0.079273,306,258,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
17,0.084179,306,258,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
18,0.089237,305,258,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
19,0.094013,305,258,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
20,0.099153,305,258,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
21,0.104061,304,259,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
22,0.108784,304,259,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
23,0.113793,304,259,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
24,0.118725,304,259,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
25,0.123641,303,259,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
26,0.12872,303,260,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
27,0.133803,303,260,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
28,0.138993,302,260,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
29,0.144043,302,260,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
30,0.149282,302,261,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
31,0.154395,301,261,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
32,0.159478,301,261,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
33,0.164203,301,261,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
34,0.169236,300,261,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
35,0.174467,300,262,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
36,0.179759,299,262,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
37,0.184711,299,262,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
38,0.189872,298,262,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
39,0.194745,298,262,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
40,0.199659,297,263,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
41,0.204375,297,263,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
42,0.209629,296,263,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
43,0.214344,296,263,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
44,0.219497,296,264,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
45,0.224204,295,264,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
46,0.229259,295,264,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
47,0.233967,294,265,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
48,0.239244,294,265,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
49,0.244364,293,265,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
50,0.249072,293,266,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
51,0.254255,292,266,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
52,0.259226,292,266,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
53,0.264435,291,267,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
54,0.269463,291,267,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
55,0.274512,290,268,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
56,0.279222,290,268,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
57,0.284052,289,268,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
58,0.288873,288,269,session_14,P12,bot_adversarial,311,255,87,537,5,43644,1.0,141.17824581989782,350.07066334630184,0.0,bots_v1
