sample_index,time,x,y,session_id,participant_id,source_type,start_x,start_y,target_x,target_y,sample_interval_ms,bot_seed,planned_duration_s,control_x,control_y,noise_amplitude_px,generator_version
0,0.0,290,532,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
1,0.005142,290,532,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
2,0.010126,290,531,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
3,0.014857,289,531,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
4,0.019681,289,531,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
5,0.024859,289,531,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
6,0.030106,289,530,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
7,0.035399,289,530,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
8,0.040225,288,530,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
9,0.045188,288,530,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
10,0.05009,288,530,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
11,0.055076,288,529,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
12,0.06002,287,529,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
13,0.064742,287,529,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
14,0.070002,287,528,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
15,0.074934,287,528,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
16,0.080185,287,528,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
17,0.085032,286,528,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
18,0.090195,286,527,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
19,0.095256,286,527,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
20,0.100411,286,527,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
21,0.105509,286,527,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
22,0.110599,286,526,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
23,0.11544,285,526,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
24,0.120342,285,526,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
25,0.125237,285,526,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
26,0.130165,285,525,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
27,0.135025,284,525,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
28,0.140041,284,525,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
29,0.144747,284,524,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
30,0.150029,284,524,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
31,0.154913,283,524,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
32,0.159809,283,524,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
33,0.165098,283,523,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
34,0.170251,282,523,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
35,0.175106,282,523,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
36,0.179934,282,522,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
37,0.184871,282,522,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
38,0.189711,281,522,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
39,0.194451,281,521,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
40,0.199573,281,521,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
41,0.204357,281,521,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
42,0.209552,281,520,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
43,0.214693,280,520,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
44,0.219581,280,519,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
45,0.224818,280,519,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
46,0.230013,280,518,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
47,0.234795,279,518,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
48,0.239707,279,518,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
49,0.24487,279,517,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
50,0.249959,278,517,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
51,0.255017,278,516,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
52,0.260032,277,516,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
53,0.265143,277,515,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
54,0.270281,276,515,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
55,0.275103,276,514,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
56,0.28027,275,514,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
57,0.285487,275,513,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
58,0.29034,274,513,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
59,0.295427,274,512,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
60,0.300407,274,511,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
61,0.305115,273,511,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
62,0.31017,273,510,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
63,0.315051,273,509,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
64,0.320311,272,508,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
65,0.325359,272,508,session_14,P01,bot_adversarial,290,532,262,235,5,42137,1.0,174.1653011573911,393.10057766866345,0.0,bots_v1
