sample_index,time,x,y,session_id,participant_id,source_type,start_x,start_y,target_x,target_y,sample_interval_ms,bot_seed,planned_duration_s,control_x,control_y,noise_amplitude_px,generator_version
0,0.0,832,212,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
1,0.00484,832,212,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
2,0.009977,831,213,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
3,0.014981,831,213,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
4,0.019878,831,214,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
5,0.024694,830,214,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
6,0.029856,830,215,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
7,0.035078,830,215,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
8,0.040035,829,216,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
9,0.044755,829,216,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
10,0.049819,829,217,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
11,0.054657,828,217,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
12,0.059416,828,217,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
13,0.064463,828,218,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
14,0.069427,827,218,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
15,0.074412,827,219,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
16,0.079366,826,219,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
17,0.084573,826,220,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
18,0.089712,826,220,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
19,0.094898,825,221,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
20,0.099769,825,221,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
21,0.104837,824,221,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
22,0.109877,824,222,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
23,0.115109,824,223,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
24,0.120221,823,223,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
25,0.125453,823,224,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
26,0.130741,822,224,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
27,0.135511,822,225,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
28,0.140694,822,225,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
29,0.14556,821,226,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
30,0.150401,821,226,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
31,0.155496,821,227,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
32,0.160375,820,227,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
33,0.165368,820,228,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
34,0.170479,819,229,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
35,0.175249,819,229,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
36,0.180081,818,230,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
37,0.185244,818,230,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
38,0.190173,817,231,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
39,0.195257,817,231,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
40,0.200015,816,232,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
41,0.204805,816,232,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
42,0.209706,815,233,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
43,0.214834,815,234,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
44,0.219868,814,234,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
45,0.224974,813,235,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
46,0.23007,813,236,session_14,P14,bot_adversarial,832,212,322,429,5,43918,1.0,638.8202207854335,465.79176313627227,0.0,bots_v1
