trajectory_id,participant_id,sample_index,x,y,time,start_x,start_y,target_x,target_y,canvas_width,canvas_height,sample_interval_ms,session_id,source_type,bot_seed,planned_duration_s,control_x,control_y,noise_amplitude_px,generator_version
a1ba9eb6,P09,0,44,536,0.0,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,1,44,536,0.0008981670034700073,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,2,47,534,0.006084209002438001,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,3,50,532,0.011942292003368493,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,4,53,530,0.017725542005791795,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,5,55,528,0.02288879200204974,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,6,59,525,0.031731458999274764,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,7,62,523,0.037522042002819944,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,8,66,520,0.04586229200504022,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,9,69,518,0.05164037500071572,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,10,74,514,0.06278654200286837,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,11,77,512,0.06856629200046882,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,12,83,508,0.07954729199991561,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,13,85,506,0.08535283400124172,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,14,91,502,0.09700975000305334,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,15,94,500,0.10280950000014855,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,16,102,494,0.12021033400378656,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,17,116,484,0.14868483400641708,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,18,124,478,0.16523950000555487,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,19,132,472,0.18228641700261505,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,20,143,465,0.20428166700003203,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,21,146,463,0.2097525420031161,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,22,151,459,0.22024600000440842,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,23,159,453,0.2381677090015728,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,24,167,447,0.25431537500116974,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,25,178,439,0.2775359590013977,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,26,190,431,0.3008044170055655,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,27,208,418,0.3392091670029913,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,28,231,401,0.38739587500458583,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,29,247,389,0.4200396670057671,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,30,251,387,0.42751491700619226,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,31,254,385,0.4333461670030374,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,32,257,383,0.4391236250012298,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,33,261,380,0.44762041700596455,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,34,263,378,0.4534189590049209,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,35,269,374,0.46414479200029746,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,36,271,372,0.4699643750063842,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,37,277,368,0.48090329200203996,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
a1ba9eb6,P09,38,280,366,0.48674508400290506,46,542,528,187,906,606,5,session_01,bot_linear,3755372071,1.0,,,0.0,bots_v1
