trajectory_id,participant_id,sample_index,x,y,time,start_x,start_y,target_x,target_y,canvas_width,canvas_height,sample_interval_ms,session_id,source_type,bot_seed,planned_duration_s,control_x,control_y,noise_amplitude_px,generator_version
0e280848,P05,0,516,507,0.0,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,1,516,507,0.000908209003682714,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,2,514,506,0.006033666999428533,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,3,513,506,0.01185833400086267,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,4,511,505,0.01746816700324416,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,5,509,505,0.023076625002431683,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,6,508,504,0.029451292000885587,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,7,506,504,0.0352411249987199,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,8,503,503,0.04662425000424264,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,9,501,502,0.052226917003281415,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,10,498,501,0.06337450000137324,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,11,496,501,0.06920466700103134,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,12,493,500,0.0801859589992091,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,13,491,499,0.08604750000085915,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,14,488,499,0.09652308400109177,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,15,487,498,0.10197441700438503,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,16,484,497,0.11287204200198175,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,17,482,497,0.11864166700252099,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,18,479,496,0.12913066700275522,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,19,477,496,0.1376749999981257,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,20,472,495,0.15393412500270642,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,21,466,494,0.1775652920041466,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,22,463,493,0.18594654199841898,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,23,459,493,0.2019892090029316,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,24,454,492,0.21874387500429293,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,25,451,491,0.23227579199738102,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,26,449,491,0.2388509590018657,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,27,446,491,0.24969595899892738,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,28,444,491,0.25482075000036275,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,29,441,491,0.2660835839997162,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,30,440,490,0.2713443750035367,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,31,436,490,0.286531500001729,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,32,432,490,0.3023430000030203,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,33,427,490,0.31871841700194636,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,34,423,490,0.33556679200410144,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
0e280848,P05,35,418,490,0.352899042001809,531,519,256,555,906,606,5,session_01,bot_curved,205840285,1.0,372.16375854137243,456.05369209910054,0.0,bots_v1
